nhs_england_region,date,new_deaths_with_positive_test,cumulative_deaths_with_positive_test,new_deaths_without_positive_test,cumulative_deaths_without_positive_test,new_deaths_total,cumulative_deaths_total,data_subject_to_change
East Of England,19/08/2021,5,10691,1,802,6,11493,FALSE
East Of England,20/08/2021,7,10698,1,803,8,11501,FALSE
East Of England,21/08/2021,10,10708,0,803,10,11511,FALSE
East Of England,22/08/2021,6,10714,2,805,8,11519,FALSE
East Of England,23/08/2021,8,10722,0,805,8,11527,FALSE
East Of England,24/08/2021,7,10729,0,805,7,11534,FALSE
East Of England,25/08/2021,9,10738,1,806,10,11544,FALSE
East Of England,26/08/2021,15,10753,0,806,15,11559,FALSE
East Of England,27/08/2021,11,10764,0,806,11,11570,FALSE
East Of England,28/08/2021,4,10768,0,806,4,11574,FALSE
East Of England,29/08/2021,10,10778,1,807,11,11585,FALSE
East Of England,30/08/2021,5,10783,0,807,5,11590,FALSE
East Of England,31/08/2021,4,10787,1,808,5,11595,FALSE
East Of England,01/09/2021,5,10792,0,808,5,11600,FALSE
East Of England,02/09/2021,9,10801,1,809,10,11610,FALSE
East Of England,03/09/2021,14,10815,2,811,16,11626,FALSE
East Of England,04/09/2021,12,10827,0,811,12,11638,FALSE
East Of England,05/09/2021,12,10839,0,811,12,11650,FALSE
East Of England,06/09/2021,9,10848,1,812,10,11660,FALSE
East Of England,07/09/2021,11,10859,0,812,11,11671,FALSE
East Of England,08/09/2021,5,10864,1,813,6,11677,FALSE
East Of England,09/09/2021,4,10868,0,813,4,11681,FALSE
East Of England,10/09/2021,7,10875,0,813,7,11688,FALSE
East Of England,11/09/2021,11,10886,1,814,12,11700,FALSE
East Of England,12/09/2021,12,10898,0,814,12,11712,FALSE
East Of England,13/09/2021,6,10904,0,814,6,11718,FALSE
East Of England,14/09/2021,14,10918,2,816,16,11734,FALSE
East Of England,15/09/2021,8,10926,0,816,8,11742,FALSE
East Of England,16/09/2021,11,10937,2,818,13,11755,FALSE
East Of England,17/09/2021,15,10952,0,818,15,11770,FALSE
East Of England,18/09/2021,11,10963,1,819,12,11782,FALSE
East Of England,19/09/2021,12,10975,2,821,14,11796,FALSE
East Of England,20/09/2021,10,10985,1,822,11,11807,FALSE
East Of England,21/09/2021,8,10993,0,822,8,11815,FALSE
East Of England,22/09/2021,10,11003,0,822,10,11825,FALSE
East Of England,23/09/2021,10,11013,0,822,10,11835,FALSE
East Of England,24/09/2021,7,11020,1,823,8,11843,FALSE
East Of England,25/09/2021,2,11022,2,825,4,11847,FALSE
East Of England,26/09/2021,6,11028,1,826,7,11854,FALSE
East Of England,27/09/2021,1,11029,1,827,2,11856,FALSE
East Of England,28/09/2021,7,11036,2,829,9,11865,FALSE
East Of England,29/09/2021,3,11039,3,832,6,11871,FALSE
East Of England,30/09/2021,4,11043,0,832,4,11875,FALSE
East Of England,01/10/2021,6,11049,2,834,8,11883,FALSE
East Of England,02/10/2021,4,11053,0,834,4,11887,FALSE
East Of England,03/10/2021,5,11058,0,834,5,11892,FALSE
East Of England,04/10/2021,3,11061,0,834,3,11895,FALSE
East Of England,05/10/2021,6,11067,0,834,6,11901,FALSE
East Of England,06/10/2021,7,11074,0,834,7,11908,FALSE
East Of England,07/10/2021,6,11080,0,834,6,11914,FALSE
East Of England,08/10/2021,8,11088,0,834,8,11922,FALSE
East Of England,09/10/2021,5,11093,0,834,5,11927,FALSE
East Of England,10/10/2021,4,11097,1,835,5,11932,FALSE
East Of England,11/10/2021,4,11101,1,836,5,11937,FALSE
East Of England,12/10/2021,5,11106,0,836,5,11942,FALSE
East Of England,13/10/2021,5,11111,0,836,5,11947,FALSE
East Of England,14/10/2021,6,11117,0,836,6,11953,FALSE
East Of England,15/10/2021,8,11125,1,837,9,11962,FALSE
East Of England,16/10/2021,9,11134,0,837,9,11971,FALSE
East Of England,17/10/2021,5,11139,0,837,5,11976,FALSE
East Of England,18/10/2021,6,11145,0,837,6,11982,FALSE
East Of England,19/10/2021,16,11161,0,837,16,11998,FALSE
East Of England,20/10/2021,9,11170,0,837,9,12007,FALSE
East Of England,21/10/2021,9,11179,1,838,10,12017,FALSE
East Of England,22/10/2021,10,11189,0,838,10,12027,FALSE
East Of England,23/10/2021,10,11199,0,838,10,12037,FALSE
East Of England,24/10/2021,11,11210,2,840,13,12050,FALSE
East Of England,25/10/2021,14,11224,0,840,14,12064,FALSE
East Of England,26/10/2021,11,11235,3,843,14,12078,FALSE
East Of England,27/10/2021,16,11251,0,843,16,12094,FALSE
East Of England,28/10/2021,11,11262,0,843,11,12105,FALSE
East Of England,29/10/2021,18,11280,1,844,19,12124,FALSE
East Of England,30/10/2021,10,11290,1,845,11,12135,FALSE
East Of England,31/10/2021,11,11301,2,847,13,12148,FALSE
East Of England,01/11/2021,17,11318,1,848,18,12166,FALSE
East Of England,02/11/2021,14,11332,0,848,14,12180,FALSE
East Of England,03/11/2021,15,11347,2,850,17,12197,FALSE
East Of England,04/11/2021,7,11354,0,850,7,12204,FALSE
East Of England,05/11/2021,7,11361,1,851,8,12212,FALSE
East Of England,06/11/2021,9,11370,0,851,9,12221,FALSE
East Of England,07/11/2021,10,11380,0,851,10,12231,FALSE
East Of England,08/11/2021,14,11394,0,851,14,12245,FALSE
East Of England,09/11/2021,12,11406,2,853,14,12259,FALSE
East Of England,10/11/2021,13,11419,0,853,13,12272,FALSE
East Of England,11/11/2021,6,11425,2,855,8,12280,FALSE
East Of England,12/11/2021,8,11433,2,857,10,12290,FALSE
East Of England,13/11/2021,10,11443,1,858,11,12301,FALSE
East Of England,14/11/2021,7,11450,2,860,9,12310,FALSE
East Of England,15/11/2021,13,11463,1,861,14,12324,FALSE
East Of England,16/11/2021,9,11472,1,862,10,12334,FALSE
East Of England,17/11/2021,8,11480,1,863,9,12343,FALSE
East Of England,18/11/2021,12,11492,0,863,12,12355,FALSE
East Of England,19/11/2021,14,11506,2,865,16,12371,FALSE
East Of England,20/11/2021,12,11518,0,865,12,12383,FALSE
East Of England,21/11/2021,12,11530,0,865,12,12395,FALSE
East Of England,22/11/2021,8,11538,2,867,10,12405,FALSE
East Of England,23/11/2021,15,11553,1,868,16,12421,FALSE
East Of England,24/11/2021,12,11565,0,868,12,12433,FALSE
East Of England,25/11/2021,8,11573,0,868,8,12441,FALSE
East Of England,26/11/2021,6,11579,2,870,8,12449,FALSE
East Of England,27/11/2021,9,11588,2,872,11,12460,FALSE
East Of England,28/11/2021,7,11595,2,874,9,12469,FALSE
East Of England,29/11/2021,8,11603,1,875,9,12478,FALSE
East Of England,30/11/2021,3,11606,2,877,5,12483,FALSE
East Of England,01/12/2021,7,11613,2,879,9,12492,FALSE
East Of England,02/12/2021,13,11626,2,881,15,12507,FALSE
East Of England,03/12/2021,11,11637,0,881,11,12518,FALSE
East Of England,04/12/2021,19,11656,1,882,20,12538,FALSE
East Of England,05/12/2021,8,11664,2,884,10,12548,FALSE
East Of England,06/12/2021,6,11670,0,884,6,12554,FALSE
East Of England,07/12/2021,6,11676,1,885,7,12561,FALSE
East Of England,08/12/2021,10,11686,2,887,12,12573,FALSE
East Of England,09/12/2021,5,11691,0,887,5,12578,FALSE
East Of England,10/12/2021,9,11700,1,888,10,12588,FALSE
East Of England,11/12/2021,6,11706,1,889,7,12595,FALSE
East Of England,12/12/2021,4,11710,1,890,5,12600,FALSE
East Of England,13/12/2021,9,11719,1,891,10,12610,FALSE
East Of England,14/12/2021,8,11727,0,891,8,12618,FALSE
East Of England,15/12/2021,10,11737,0,891,10,12628,FALSE
East Of England,16/12/2021,8,11745,2,893,10,12638,FALSE
East Of England,17/12/2021,11,11756,0,893,11,12649,FALSE
East Of England,18/12/2021,6,11762,0,893,6,12655,FALSE
East Of England,19/12/2021,5,11767,0,893,5,12660,FALSE
East Of England,20/12/2021,12,11779,1,894,13,12673,FALSE
East Of England,21/12/2021,6,11785,1,895,7,12680,FALSE
East Of England,22/12/2021,10,11795,1,896,11,12691,FALSE
East Of England,23/12/2021,13,11808,1,897,14,12705,FALSE
East Of England,24/12/2021,8,11816,1,898,9,12714,FALSE
East Of England,25/12/2021,3,11819,0,898,3,12717,FALSE
East Of England,26/12/2021,8,11827,1,899,9,12726,FALSE
East Of England,27/12/2021,8,11835,2,901,10,12736,FALSE
East Of England,28/12/2021,19,11854,0,901,19,12755,FALSE
East Of England,29/12/2021,9,11863,1,902,10,12765,FALSE
East Of England,30/12/2021,13,11876,1,903,14,12779,FALSE
East Of England,31/12/2021,8,11884,0,903,8,12787,FALSE
East Of England,01/01/2022,5,11889,1,904,6,12793,FALSE
East Of England,02/01/2022,18,11907,1,905,19,12812,FALSE
East Of England,03/01/2022,11,11918,0,905,11,12823,FALSE
East Of England,04/01/2022,16,11934,2,907,18,12841,FALSE
East Of England,05/01/2022,23,11957,1,908,24,12865,FALSE
East Of England,06/01/2022,15,11972,0,908,15,12880,FALSE
East Of England,07/01/2022,14,11986,2,910,16,12896,FALSE
East Of England,08/01/2022,19,12005,4,914,23,12919,FALSE
East Of England,09/01/2022,12,12017,1,915,13,12932,FALSE
East Of England,10/01/2022,27,12044,1,916,28,12960,FALSE
East Of England,11/01/2022,16,12060,4,920,20,12980,FALSE
East Of England,12/01/2022,18,12078,0,920,18,12998,FALSE
East Of England,13/01/2022,13,12091,0,920,13,13011,FALSE
East Of England,14/01/2022,20,12111,3,923,23,13034,FALSE
East Of England,15/01/2022,15,12126,0,923,15,13049,FALSE
East Of England,16/01/2022,13,12139,0,923,13,13062,FALSE
East Of England,17/01/2022,17,12156,1,924,18,13080,FALSE
East Of England,18/01/2022,14,12170,1,925,15,13095,FALSE
East Of England,19/01/2022,19,12189,2,927,21,13116,FALSE
East Of England,20/01/2022,11,12200,1,928,12,13128,FALSE
East Of England,21/01/2022,20,12220,3,931,23,13151,FALSE
East Of England,22/01/2022,14,12234,2,933,16,13167,FALSE
East Of England,23/01/2022,19,12253,0,933,19,13186,FALSE
East Of England,24/01/2022,22,12275,3,936,25,13211,FALSE
East Of England,25/01/2022,12,12287,1,937,13,13224,FALSE
East Of England,26/01/2022,14,12301,1,938,15,13239,FALSE
East Of England,27/01/2022,18,12319,0,938,18,13257,FALSE
East Of England,28/01/2022,18,12337,1,939,19,13276,FALSE
East Of England,29/01/2022,17,12354,1,940,18,13294,FALSE
East Of England,30/01/2022,16,12370,1,941,17,13311,FALSE
East Of England,31/01/2022,12,12382,0,941,12,13323,FALSE
East Of England,01/02/2022,10,12392,2,943,12,13335,FALSE
East Of England,02/02/2022,12,12404,0,943,12,13347,TRUE
East Of England,03/02/2022,10,12414,0,943,10,13357,TRUE
East Of England,04/02/2022,10,12424,1,944,11,13368,TRUE
East Of England,05/02/2022,5,12429,0,944,5,13373,TRUE
East Of England,06/02/2022,0,12429,0,944,0,13373,TRUE
