nhs_england_region,date,new_deaths_with_positive_test,cumulative_deaths_with_positive_test,new_deaths_without_positive_test,cumulative_deaths_without_positive_test,new_deaths_total,cumulative_deaths_total,data_subject_to_change
South East,01/07/2021,1,11584,0,807,1,12391,FALSE
South East,02/07/2021,1,11585,0,807,1,12392,FALSE
South East,03/07/2021,2,11587,0,807,2,12394,FALSE
South East,04/07/2021,1,11588,0,807,1,12395,FALSE
South East,05/07/2021,2,11590,0,807,2,12397,FALSE
South East,06/07/2021,1,11591,0,807,1,12398,FALSE
South East,07/07/2021,1,11592,0,807,1,12399,FALSE
South East,08/07/2021,1,11593,1,808,2,12401,FALSE
South East,09/07/2021,1,11594,0,808,1,12402,FALSE
South East,10/07/2021,1,11595,0,808,1,12403,FALSE
South East,11/07/2021,0,11595,0,808,0,12403,FALSE
South East,12/07/2021,2,11597,1,809,3,12406,FALSE
South East,13/07/2021,0,11597,0,809,0,12406,FALSE
South East,14/07/2021,1,11598,0,809,1,12407,FALSE
South East,15/07/2021,2,11600,0,809,2,12409,FALSE
South East,16/07/2021,2,11602,0,809,2,12411,FALSE
South East,17/07/2021,2,11604,0,809,2,12413,FALSE
South East,18/07/2021,1,11605,0,809,1,12414,FALSE
South East,19/07/2021,6,11611,0,809,6,12420,FALSE
South East,20/07/2021,2,11613,0,809,2,12422,FALSE
South East,21/07/2021,4,11617,0,809,4,12426,FALSE
South East,22/07/2021,2,11619,0,809,2,12428,FALSE
South East,23/07/2021,3,11622,0,809,3,12431,FALSE
South East,24/07/2021,2,11624,1,810,3,12434,FALSE
South East,25/07/2021,5,11629,0,810,5,12439,FALSE
South East,26/07/2021,3,11632,1,811,4,12443,FALSE
South East,27/07/2021,3,11635,0,811,3,12446,FALSE
South East,28/07/2021,9,11644,0,811,9,12455,FALSE
South East,29/07/2021,6,11650,1,812,7,12462,FALSE
South East,30/07/2021,6,11656,1,813,7,12469,FALSE
South East,31/07/2021,4,11660,1,814,5,12474,FALSE
South East,01/08/2021,3,11663,0,814,3,12477,FALSE
South East,02/08/2021,7,11670,0,814,7,12484,FALSE
South East,03/08/2021,3,11673,0,814,3,12487,FALSE
South East,04/08/2021,1,11674,0,814,1,12488,FALSE
South East,05/08/2021,3,11677,0,814,3,12491,FALSE
South East,06/08/2021,9,11686,0,814,9,12500,FALSE
South East,07/08/2021,3,11689,0,814,3,12503,FALSE
South East,08/08/2021,6,11695,2,816,8,12511,FALSE
South East,09/08/2021,2,11697,1,817,3,12514,FALSE
South East,10/08/2021,0,11697,0,817,0,12514,FALSE
South East,11/08/2021,4,11701,1,818,5,12519,FALSE
South East,12/08/2021,4,11705,0,818,4,12523,FALSE
South East,13/08/2021,3,11708,2,820,5,12528,FALSE
South East,14/08/2021,1,11709,0,820,1,12529,FALSE
South East,15/08/2021,5,11714,3,823,8,12537,FALSE
South East,16/08/2021,7,11721,1,824,8,12545,FALSE
South East,17/08/2021,13,11734,0,824,13,12558,FALSE
South East,18/08/2021,6,11740,0,824,6,12564,FALSE
South East,19/08/2021,8,11748,2,826,10,12574,FALSE
South East,20/08/2021,8,11756,2,828,10,12584,FALSE
South East,21/08/2021,5,11761,0,828,5,12589,FALSE
South East,22/08/2021,11,11772,1,829,12,12601,FALSE
South East,23/08/2021,6,11778,0,829,6,12607,FALSE
South East,24/08/2021,7,11785,0,829,7,12614,FALSE
South East,25/08/2021,8,11793,2,831,10,12624,FALSE
South East,26/08/2021,5,11798,1,832,6,12630,FALSE
South East,27/08/2021,7,11805,1,833,8,12638,FALSE
South East,28/08/2021,8,11813,1,834,9,12647,FALSE
South East,29/08/2021,7,11820,0,834,7,12654,FALSE
South East,30/08/2021,6,11826,2,836,8,12662,FALSE
South East,31/08/2021,2,11828,2,838,4,12666,FALSE
South East,01/09/2021,6,11834,1,839,7,12673,FALSE
South East,02/09/2021,5,11839,0,839,5,12678,FALSE
South East,03/09/2021,11,11850,1,840,12,12690,FALSE
South East,04/09/2021,12,11862,0,840,12,12702,FALSE
South East,05/09/2021,12,11874,1,841,13,12715,FALSE
South East,06/09/2021,10,11884,2,843,12,12727,FALSE
South East,07/09/2021,15,11899,2,845,17,12744,FALSE
South East,08/09/2021,12,11911,0,845,12,12756,FALSE
South East,09/09/2021,11,11922,0,845,11,12767,FALSE
South East,10/09/2021,11,11933,2,847,13,12780,FALSE
South East,11/09/2021,8,11941,2,849,10,12790,FALSE
South East,12/09/2021,7,11948,2,851,9,12799,FALSE
South East,13/09/2021,7,11955,1,852,8,12807,FALSE
South East,14/09/2021,4,11959,2,854,6,12813,FALSE
South East,15/09/2021,11,11970,0,854,11,12824,FALSE
South East,16/09/2021,8,11978,0,854,8,12832,FALSE
South East,17/09/2021,8,11986,0,854,8,12840,FALSE
South East,18/09/2021,10,11996,1,855,11,12851,FALSE
South East,19/09/2021,9,12005,3,858,12,12863,FALSE
South East,20/09/2021,4,12009,1,859,5,12868,FALSE
South East,21/09/2021,9,12018,2,861,11,12879,FALSE
South East,22/09/2021,5,12023,1,862,6,12885,FALSE
South East,23/09/2021,5,12028,1,863,6,12891,FALSE
South East,24/09/2021,7,12035,1,864,8,12899,FALSE
South East,25/09/2021,6,12041,0,864,6,12905,FALSE
South East,26/09/2021,7,12048,1,865,8,12913,FALSE
South East,27/09/2021,4,12052,1,866,5,12918,FALSE
South East,28/09/2021,4,12056,1,867,5,12923,FALSE
South East,29/09/2021,8,12064,1,868,9,12932,FALSE
South East,30/09/2021,4,12068,3,871,7,12939,FALSE
South East,01/10/2021,5,12073,0,871,5,12944,FALSE
South East,02/10/2021,3,12076,1,872,4,12948,FALSE
South East,03/10/2021,7,12083,0,872,7,12955,FALSE
South East,04/10/2021,3,12086,1,873,4,12959,FALSE
South East,05/10/2021,4,12090,0,873,4,12963,FALSE
South East,06/10/2021,5,12095,0,873,5,12968,FALSE
South East,07/10/2021,5,12100,1,874,6,12974,FALSE
South East,08/10/2021,3,12103,0,874,3,12977,FALSE
South East,09/10/2021,4,12107,0,874,4,12981,FALSE
South East,10/10/2021,8,12115,0,874,8,12989,FALSE
South East,11/10/2021,6,12121,0,874,6,12995,FALSE
South East,12/10/2021,3,12124,0,874,3,12998,FALSE
South East,13/10/2021,6,12130,0,874,6,13004,FALSE
South East,14/10/2021,10,12140,0,874,10,13014,FALSE
South East,15/10/2021,11,12151,1,875,12,13026,FALSE
South East,16/10/2021,6,12157,2,877,8,13034,FALSE
South East,17/10/2021,6,12163,1,878,7,13041,FALSE
South East,18/10/2021,5,12168,1,879,6,13047,FALSE
South East,19/10/2021,10,12178,1,880,11,13058,FALSE
South East,20/10/2021,7,12185,1,881,8,13066,FALSE
South East,21/10/2021,6,12191,2,883,8,13074,FALSE
South East,22/10/2021,6,12197,0,883,6,13080,FALSE
South East,23/10/2021,14,12211,0,883,14,13094,FALSE
South East,24/10/2021,4,12215,2,885,6,13100,FALSE
South East,25/10/2021,9,12224,0,885,9,13109,FALSE
South East,26/10/2021,11,12235,0,885,11,13120,FALSE
South East,27/10/2021,13,12248,2,887,15,13135,FALSE
South East,28/10/2021,16,12264,1,888,17,13152,FALSE
South East,29/10/2021,11,12275,2,890,13,13165,FALSE
South East,30/10/2021,19,12294,1,891,20,13185,FALSE
South East,31/10/2021,13,12307,2,893,15,13200,FALSE
South East,01/11/2021,16,12323,0,893,16,13216,FALSE
South East,02/11/2021,14,12337,1,894,15,13231,FALSE
South East,03/11/2021,9,12346,1,895,10,13241,FALSE
South East,04/11/2021,10,12356,1,896,11,13252,FALSE
South East,05/11/2021,16,12372,0,896,16,13268,FALSE
South East,06/11/2021,13,12385,0,896,13,13281,FALSE
South East,07/11/2021,11,12396,2,898,13,13294,FALSE
South East,08/11/2021,14,12410,0,898,14,13308,FALSE
South East,09/11/2021,11,12421,2,900,13,13321,FALSE
South East,10/11/2021,15,12436,0,900,15,13336,FALSE
South East,11/11/2021,10,12446,0,900,10,13346,FALSE
South East,12/11/2021,11,12457,0,900,11,13357,FALSE
South East,13/11/2021,11,12468,1,901,12,13369,FALSE
South East,14/11/2021,8,12476,1,902,9,13378,FALSE
South East,15/11/2021,11,12487,0,902,11,13389,FALSE
South East,16/11/2021,11,12498,1,903,12,13401,FALSE
South East,17/11/2021,15,12513,0,903,15,13416,FALSE
South East,18/11/2021,6,12519,1,904,7,13423,FALSE
South East,19/11/2021,11,12530,1,905,12,13435,FALSE
South East,20/11/2021,8,12538,0,905,8,13443,FALSE
South East,21/11/2021,7,12545,0,905,7,13450,FALSE
South East,22/11/2021,11,12556,0,905,11,13461,FALSE
South East,23/11/2021,9,12565,1,906,10,13471,FALSE
South East,24/11/2021,14,12579,0,906,14,13485,FALSE
South East,25/11/2021,9,12588,2,908,11,13496,FALSE
South East,26/11/2021,10,12598,0,908,10,13506,FALSE
South East,27/11/2021,8,12606,1,909,9,13515,FALSE
South East,28/11/2021,8,12614,0,909,8,13523,FALSE
South East,29/11/2021,6,12620,1,910,7,13530,FALSE
South East,30/11/2021,15,12635,0,910,15,13545,FALSE
South East,01/12/2021,12,12647,1,911,13,13558,FALSE
South East,02/12/2021,11,12658,3,914,14,13572,FALSE
South East,03/12/2021,13,12671,0,914,13,13585,FALSE
South East,04/12/2021,12,12683,1,915,13,13598,FALSE
South East,05/12/2021,8,12691,0,915,8,13606,FALSE
South East,06/12/2021,10,12701,0,915,10,13616,FALSE
South East,07/12/2021,8,12709,5,920,13,13629,FALSE
South East,08/12/2021,11,12720,2,922,13,13642,FALSE
South East,09/12/2021,14,12734,0,922,14,13656,FALSE
South East,10/12/2021,10,12744,1,923,11,13667,FALSE
South East,11/12/2021,6,12750,0,923,6,13673,FALSE
South East,12/12/2021,9,12759,0,923,9,13682,FALSE
South East,13/12/2021,6,12765,1,924,7,13689,FALSE
South East,14/12/2021,17,12782,4,928,21,13710,FALSE
South East,15/12/2021,10,12792,0,928,10,13720,FALSE
South East,16/12/2021,13,12805,1,929,14,13734,FALSE
South East,17/12/2021,10,12815,1,930,11,13745,FALSE
South East,18/12/2021,9,12824,1,931,10,13755,FALSE
South East,19/12/2021,11,12835,1,932,12,13767,FALSE
South East,20/12/2021,6,12841,0,932,6,13773,FALSE
South East,21/12/2021,10,12851,1,933,11,13784,FALSE
South East,22/12/2021,8,12859,1,934,9,13793,FALSE
South East,23/12/2021,10,12869,2,936,12,13805,FALSE
South East,24/12/2021,6,12875,1,937,7,13812,FALSE
South East,25/12/2021,12,12887,1,938,13,13825,FALSE
South East,26/12/2021,7,12894,0,938,7,13832,FALSE
South East,27/12/2021,15,12909,0,938,15,13847,FALSE
South East,28/12/2021,8,12917,2,940,10,13857,FALSE
South East,29/12/2021,8,12925,2,942,10,13867,FALSE
South East,30/12/2021,11,12936,2,944,13,13880,FALSE
South East,31/12/2021,9,12945,1,945,10,13890,FALSE
South East,01/01/2022,11,12956,2,947,13,13903,FALSE
South East,02/01/2022,8,12964,1,948,9,13912,FALSE
South East,03/01/2022,15,12979,1,949,16,13928,FALSE
South East,04/01/2022,17,12996,2,951,19,13947,FALSE
South East,05/01/2022,16,13012,2,953,18,13965,FALSE
South East,06/01/2022,10,13022,1,954,11,13976,FALSE
South East,07/01/2022,14,13036,0,954,14,13990,FALSE
South East,08/01/2022,10,13046,2,956,12,14002,FALSE
South East,09/01/2022,17,13063,0,956,17,14019,FALSE
South East,10/01/2022,13,13076,1,957,14,14033,FALSE
South East,11/01/2022,8,13084,0,957,8,14041,FALSE
South East,12/01/2022,18,13102,1,958,19,14060,FALSE
South East,13/01/2022,16,13118,1,959,17,14077,FALSE
South East,14/01/2022,12,13130,1,960,13,14090,FALSE
South East,15/01/2022,20,13150,1,961,21,14111,FALSE
South East,16/01/2022,12,13162,1,962,13,14124,FALSE
South East,17/01/2022,20,13182,1,963,21,14145,FALSE
South East,18/01/2022,18,13200,0,963,18,14163,FALSE
South East,19/01/2022,17,13217,0,963,17,14180,FALSE
South East,20/01/2022,16,13233,2,965,18,14198,FALSE
South East,21/01/2022,14,13247,2,967,16,14214,FALSE
South East,22/01/2022,20,13267,1,968,21,14235,FALSE
South East,23/01/2022,6,13273,0,968,6,14241,FALSE
South East,24/01/2022,19,13292,2,970,21,14262,FALSE
South East,25/01/2022,11,13303,0,970,11,14273,FALSE
South East,26/01/2022,13,13316,2,972,15,14288,FALSE
South East,27/01/2022,14,13330,4,976,18,14306,FALSE
South East,28/01/2022,14,13344,0,976,14,14320,FALSE
South East,29/01/2022,14,13358,0,976,14,14334,FALSE
South East,30/01/2022,10,13368,1,977,11,14345,FALSE
South East,31/01/2022,16,13384,1,978,17,14362,FALSE
South East,01/02/2022,12,13396,1,979,13,14375,FALSE
South East,02/02/2022,15,13411,0,979,15,14390,TRUE
South East,03/02/2022,9,13420,0,979,9,14399,TRUE
South East,04/02/2022,1,13421,0,979,1,14400,TRUE
South East,05/02/2022,0,13421,0,979,0,14400,TRUE
South East,06/02/2022,0,13421,0,979,0,14400,TRUE
